"dispatching_base_num","pickup_datetime","dropOff_datetime","PUlocationID","DOlocationID","SR_Flag","Affiliated_base_number"
"B02437",2020-04-05 17:18:24.000000,2020-04-05 17:25:45.000000,264,152,,"B02437"
"B02881",2020-04-07 11:13:55.000000,2020-04-07 11:33:01.000000,117,265,,"B02881"
"B01454",2020-04-21 04:17:17.000000,2020-04-21 04:26:40.000000,264,188,,"B01454"
"B00381",2020-04-17 17:46:41.000000,2020-04-17 17:51:42.000000,,,,"B00381"
"B02550",2020-04-30 04:25:50.000000,2020-04-30 04:47:42.000000,,137,,"B03107"
"B00531",2020-04-25 12:20:13.000000,2020-04-25 13:46:13.000000,133,265,,"B00531"
"B01312",2020-04-26 10:12:34.000000,2020-04-26 10:36:44.000000,264,227,,"B02883"
"B00310",2020-04-11 12:21:41.000000,2020-04-11 12:23:54.000000,264,247,,"B02878"
"B00271",2020-04-23 16:13:29.000000,2020-04-23 16:32:01.000000,264,127,,"B00271"
"B02930",2020-04-25 14:07:01.000000,2020-04-25 14:10:43.000000,264,242,,"B02930"
"B00821",2020-04-02 18:24:55.000000,2020-04-02 18:28:03.000000,264,76,,"B02826"
"B01700",2020-04-08 03:49:00.000000,2020-04-08 04:15:00.000000,264,264,,"b01700"
"B03033",2020-04-25 19:29:49.000000,2020-04-25 19:35:03.000000,264,17,,"B03033"
"B02881",2020-04-28 12:53:49.000000,2020-04-28 13:13:38.000000,129,102,,"B02881"
"B01626",2020-04-15 06:54:55.000000,2020-04-15 06:57:58.000000,264,28,,"B01626"
"B00225",2020-04-19 15:19:31.000000,2020-04-19 15:42:25.000000,264,213,,"B02865"
"B03160",2020-04-17 15:09:00.000000,2020-04-17 15:24:00.000000,201,30,,"B02875"
"B02509",2020-04-13 07:07:08.000000,2020-04-13 07:12:06.000000,264,74,,"B02879"
"B00706",2020-04-12 20:01:08.000000,2020-04-12 20:10:34.000000,206,115,,"B00706"
"B02826",2020-04-28 09:00:09.000000,2020-04-28 09:49:17.000000,,117,,"B02826"
"B01871",2020-04-21 09:44:00.000000,2020-04-21 09:57:00.000000,,,,"B02800"
"B01877",2020-04-23 05:36:03.000000,2020-04-23 05:38:26.000000,,,,"B00306"
"B01285",2020-04-08 13:19:17.000000,2020-04-08 13:25:11.000000,264,119,,"B01285"
"B01639",2020-04-03 13:35:34.000000,2020-04-03 13:40:28.000000,264,42,,"B01639"
"B00310",2020-04-26 20:14:15.000000,2020-04-26 20:30:08.000000,264,254,,"B03136"
"B01899",2020-04-05 13:59:09.000000,2020-04-05 14:18:36.000000,264,264,,"B01899"
"B00013",2020-04-21 18:18:55.000000,2020-04-21 18:30:20.000000,,,,"B00013"
"B00597",2020-04-09 09:55:19.000000,2020-04-09 10:03:09.000000,264,264,,"B00597"
"B02437",2020-04-10 15:14:18.000000,2020-04-10 15:29:43.000000,264,213,,"B02437"
"B01312",2020-04-03 09:40:44.000000,2020-04-03 10:00:46.000000,264,17,,"B02883"
"B00448",2020-04-17 16:43:09.000000,2020-04-17 17:13:02.000000,,265,,"B00448"
"B02534",2020-04-17 09:54:00.000000,2020-04-17 10:36:00.000000,42,41,,"B02534"
"B01051",2020-04-14 23:25:44.000000,2020-04-14 23:39:13.000000,,116,,"B01051"
"B00227",2020-04-29 05:30:00.000000,2020-04-29 06:01:00.000000,264,264,,"B00227"
"B02550",2020-04-21 08:25:08.000000,2020-04-21 08:29:28.000000,,82,,"B02875"
"B01726",2020-04-26 19:15:17.000000,2020-04-26 19:26:15.000000,,69,,"B01726"
"B02920",2020-04-24 05:22:50.000000,2020-04-24 05:29:03.000000,264,168,,"B02920"
"B01340",2020-04-07 17:31:02.000000,2020-04-07 17:34:31.000000,264,153,,"B01340"
"B00856",2020-04-28 11:13:59.000000,2020-04-28 11:20:15.000000,264,76,,"B03176"
"B01239",2020-04-09 08:55:54.000000,2020-04-09 09:01:30.000000,,51,,"B01239"
"B02809",2020-04-24 09:36:49.000000,2020-04-24 10:02:38.000000,,242,,"B02809"
"B03160",2020-04-18 10:14:00.000000,2020-04-18 10:25:00.000000,265,259,,"B02872"
"B03060",2020-04-10 11:59:43.000000,2020-04-10 12:08:48.000000,264,210,,"B03060"
"B01312",2020-04-14 11:52:15.000000,2020-04-14 12:01:19.000000,264,85,,"B02765"
"B03164",2020-04-29 10:41:14.000000,2020-04-29 10:47:04.000000,264,18,,"B03164"
"B00900",2020-04-08 09:19:18.000000,2020-04-08 09:28:30.000000,264,63,,"B00900"
"B02968",2020-04-16 07:25:12.000000,2020-04-16 07:34:25.000000,264,182,,"B02968"
"B02905",2020-04-10 23:54:40.000000,2020-04-11 00:10:16.000000,,227,,"B02905"
"B02905",2020-04-19 22:40:13.000000,2020-04-19 22:47:06.000000,,133,,"B02905"
"B03137",2020-04-29 11:00:00.000000,2020-04-29 11:45:00.000000,264,264,,"B03137"
"B02573",2020-04-06 10:08:08.000000,2020-04-06 10:17:37.000000,,181,,"B02573"
"B01016",2020-04-01 07:37:26.000000,2020-04-01 07:38:53.000000,264,76,,"B01016"
"B03016",2020-04-16 09:29:49.000000,2020-04-16 09:49:58.000000,,69,,"B03016"
"B02794",2020-04-18 05:36:10.000000,2020-04-18 05:49:31.000000,264,188,,"B02492"
"B02138",2020-04-02 09:54:34.000000,2020-04-02 10:00:51.000000,264,26,,"B02138"
"B02138",2020-04-30 18:36:30.000000,2020-04-30 18:39:32.000000,264,22,,"B02138"
"B00856",2020-04-19 15:34:29.000000,2020-04-19 15:46:06.000000,264,37,,"B00856"
"B01312",2020-04-08 15:01:25.000000,2020-04-08 15:20:33.000000,264,45,,"B02888"
"B02162",2020-04-01 17:22:07.000000,2020-04-01 17:22:08.000000,264,169,,"1UBER"
"B02552",2020-04-23 12:28:54.000000,2020-04-23 13:19:33.000000,39,265,,"B02872"
"B01315",2020-04-30 06:43:42.000000,2020-04-30 06:53:49.000000,264,169,,"B01315"
"B03164",2020-04-27 12:05:02.000000,2020-04-27 12:16:38.000000,264,169,,"B03164"
"B01710",2020-04-23 13:53:47.000000,2020-04-23 14:14:36.000000,264,264,,"B01710"
"B00254",2020-04-18 00:32:40.000000,2020-04-18 00:56:22.000000,13,248,,"B00254"
"B02930",2020-04-18 22:48:47.000000,2020-04-18 22:52:17.000000,264,182,,"B02930"
"B01091",2020-04-06 14:26:05.000000,2020-04-06 14:41:11.000000,264,264,,"B01091"
"B01710",2020-04-20 18:38:38.000000,2020-04-20 19:09:14.000000,264,264,,"B01710"
"B00856",2020-04-16 02:02:26.000000,2020-04-16 02:06:55.000000,264,63,,"B02887"
"B01985",2020-04-07 16:47:00.000000,2020-04-07 17:04:00.000000,,,,"B01985"
"B01367",2020-04-23 16:44:14.000000,2020-04-23 17:12:31.000000,88,175,,"B01367"
"B02133",2020-04-29 08:06:25.000000,2020-04-29 08:40:07.000000,264,264,,"B02836"
"B01536",2020-04-16 20:39:03.000000,2020-04-16 21:22:11.000000,264,174,,"B01536"
"B01239",2020-04-17 22:20:09.000000,2020-04-17 22:41:29.000000,,182,,"B01239"
"B00937",2020-04-18 13:58:32.000000,2020-04-18 14:09:36.000000,264,243,,"B00937"
"B02653",2020-04-25 10:34:59.000000,2020-04-25 10:42:05.000000,264,247,,"B02653"
"B02799",2020-04-03 08:18:21.000000,2020-04-03 08:23:48.000000,,133,,"B02799"
"B02546",2020-04-22 19:18:17.000000,2020-04-22 19:32:16.000000,264,235,,"B02546"
"B00310",2020-04-25 07:16:23.000000,2020-04-25 07:19:03.000000,264,248,,"B01328"
"B03047",2020-04-10 08:13:13.000000,2020-04-10 08:17:55.000000,136,235,,"B03047"
"B02003",2020-04-01 16:36:09.000000,2020-04-01 16:37:40.000000,,,,"B02003"
"B01285",2020-04-07 00:00:09.000000,2020-04-07 00:04:41.000000,264,169,,"B01285"
"B00789",2020-04-29 17:26:42.000000,2020-04-29 18:01:47.000000,,,,"B00789"
"B02550",2020-04-08 13:00:04.000000,2020-04-08 13:15:56.000000,,254,,"B02877"
"B00802",2020-04-13 06:33:54.000000,2020-04-13 06:50:41.000000,,181,,"B00802"
"B00014",2020-04-27 06:19:07.000000,2020-04-27 06:40:54.000000,,,,"B00014"
"B00310",2020-04-10 15:24:17.000000,2020-04-10 15:36:46.000000,264,213,,"B00310"
"B02849",2020-04-29 15:05:17.000000,2020-04-29 15:25:17.000000,264,165,,"B02849"
"B00706",2020-04-17 07:51:24.000000,2020-04-17 07:55:33.000000,206,206,,"B00706"
"B01190",2020-04-22 11:16:19.000000,2020-04-22 11:25:50.000000,,36,,"B01190"
"B03016",2020-04-10 07:40:02.000000,2020-04-10 07:52:27.000000,,265,,"B02870"
"B00001",2020-04-20 11:00:00.000000,2020-04-20 15:48:00.000000,264,264,,"B00001"
"B02719",2020-04-06 06:45:04.000000,2020-04-06 06:53:27.000000,264,185,,"B02719"
"B00692",2020-04-28 23:37:13.000000,2020-04-28 23:49:06.000000,264,89,,"B00692"
"B01145",2020-04-29 17:38:20.000000,2020-04-29 17:52:15.000000,264,47,,"B02800"
"B01553",2020-04-07 08:02:54.000000,2020-04-07 08:09:15.000000,,258,,"B01553"
"B03055",2020-04-04 08:21:29.000000,2020-04-04 08:39:38.000000,264,62,,"B03055"
"B01312",2020-04-06 12:26:44.000000,2020-04-06 12:58:08.000000,264,63,,"B03202"
"B00856",2020-04-27 21:26:21.000000,2020-04-27 21:39:48.000000,264,85,,"B02765"
"B03080",2020-04-17 10:55:57.000000,2020-04-17 11:26:36.000000,,168,,"B02872"
"B02550",2020-04-01 14:44:15.000000,2020-04-01 14:59:50.000000,,235,,"B02865"
"B02437",2020-04-08 12:44:55.000000,2020-04-08 12:55:59.000000,264,235,,"B02437"
"B02968",2020-04-04 07:37:57.000000,2020-04-04 07:55:44.000000,264,241,,"B02968"
"B02826",2020-04-03 14:04:06.000000,2020-04-03 14:48:14.000000,,21,,"B02826"
"B00021         ",2020-04-17 17:39:08.000000,2020-04-17 17:49:40.000000,56,56,,"B00021         "
"B01899",2020-04-01 14:49:50.000000,2020-04-01 14:51:26.000000,264,264,,"B01899"
"B00706",2020-04-09 14:41:52.000000,2020-04-09 14:42:01.000000,221,206,,"B00706"
"B00911",2020-04-16 14:19:34.000000,2020-04-16 14:40:36.000000,264,244,,"B00911"
"B01454",2020-04-04 09:42:02.000000,2020-04-04 09:47:04.000000,264,61,,"B01454"
"B01338",2020-04-15 08:48:57.000000,2020-04-15 08:57:43.000000,,18,,"B01338"
"B00821",2020-04-25 19:38:32.000000,2020-04-25 19:47:07.000000,264,63,,"B00821"
"B01200",2020-04-13 11:42:40.000000,2020-04-13 11:51:46.000000,264,226,,"B01200"
"B02517         ",2020-04-01 07:25:30.000000,2020-04-01 07:54:43.000000,221,44,,"B02517         "
"B00802",2020-04-29 00:06:54.000000,2020-04-29 00:11:28.000000,,67,,"B00802"
"B01437",2020-04-23 16:02:02.000000,2020-04-23 16:21:22.000000,264,63,,"B03227"
"B02905",2020-04-11 13:03:26.000000,2020-04-11 13:10:05.000000,,111,,"B02905"
"B02855",2020-04-24 11:06:04.000000,2020-04-24 11:08:50.000000,264,188,,"B02855"
"B02653",2020-04-06 08:50:18.000000,2020-04-06 08:55:37.000000,264,241,,"B02653"
"B01899",2020-04-23 19:16:27.000000,2020-04-23 19:32:28.000000,264,264,,"B01899"
"B03016",2020-04-25 02:13:03.000000,2020-04-25 02:16:25.000000,,254,,"B03016"
"B02834",2020-04-03 18:00:00.000000,2020-04-03 18:11:33.000000,160,179,,"B02834"
"B03016",2020-04-15 00:18:40.000000,2020-04-15 00:22:28.000000,,259,,"B02888"
"B02243",2020-04-08 09:53:51.000000,2020-04-08 10:35:58.000000,49,78,,"B02243"
"B00271",2020-04-15 18:28:40.000000,2020-04-15 19:00:26.000000,264,265,,"B02866"
"B01367",2020-04-23 20:19:42.000000,2020-04-23 20:40:56.000000,239,212,,"B01367"
"B02653",2020-04-17 16:23:01.000000,2020-04-17 16:26:51.000000,264,119,,"B02653"
"B00472",2020-04-23 23:00:00.000000,2020-04-24 00:16:00.000000,,,,"B00472"
"B03016",2020-04-23 16:54:10.000000,2020-04-23 17:18:56.000000,,3,,"B02875"
"B02849",2020-04-15 10:53:46.000000,2020-04-15 11:16:53.000000,264,39,,"B02849"
"B01466",2020-04-22 00:10:31.000000,2020-04-22 00:17:29.000000,264,35,,"B01466"
"B01389",2020-04-04 15:09:04.000000,2020-04-04 15:09:43.000000,,69,,"B01389"
"B01995         ",2020-04-23 19:48:43.000000,2020-04-23 20:02:10.000000,129,260,,"B01995         "
"B03016",2020-04-14 22:48:37.000000,2020-04-14 22:56:56.000000,,259,,"B02882"
"B00706",2020-04-10 08:33:37.000000,2020-04-10 08:50:29.000000,221,23,,"B00706"
"B01485",2020-04-02 17:17:30.000000,2020-04-02 17:29:42.000000,264,177,,"B01485"
"B02905",2020-04-03 09:51:08.000000,2020-04-03 09:58:00.000000,,22,,"B02905"
"B01339",2020-04-04 16:40:13.000000,2020-04-04 16:51:03.000000,,119,,"B01339"
"B01984",2020-04-24 16:50:00.000000,2020-04-24 17:17:00.000000,,123,,"B01984"
"B01145",2020-04-19 21:06:03.000000,2020-04-19 21:20:59.000000,264,254,,"B02682"
"B01259",2020-04-03 18:25:38.000000,2020-04-03 18:29:31.000000,264,217,,"B01259"
"B02243",2020-04-30 08:18:05.000000,2020-04-30 08:58:38.000000,212,228,,"B02243"
"B02107",2020-04-16 15:20:33.000000,2020-04-16 16:10:46.000000,,159,,"B02107"
"B02846",2020-04-21 06:11:31.000000,2020-04-21 06:54:35.000000,264,148,,"B02846"
"B00856",2020-04-28 19:58:37.000000,2020-04-28 20:15:48.000000,264,62,,"B02875"
"B02735",2020-04-02 07:05:11.000000,2020-04-02 07:15:52.000000,,3,,"B02788"
"B02968",2020-04-15 09:18:08.000000,2020-04-15 09:21:20.000000,264,213,,"B02968"
"B01145",2020-04-22 03:50:16.000000,2020-04-22 03:59:09.000000,264,168,,"B02866"
"B01016",2020-04-14 12:05:07.000000,2020-04-14 12:22:02.000000,264,61,,"B01016"
"B01231",2020-04-05 14:14:42.000000,2020-04-05 14:23:37.000000,264,17,,"B02918"
"B01454",2020-04-03 11:18:39.000000,2020-04-03 12:17:16.000000,264,225,,"B01454"
"B03016",2020-04-22 17:21:09.000000,2020-04-22 17:29:42.000000,,265,,"B02765"
"B01315",2020-04-23 23:44:48.000000,2020-04-23 23:54:18.000000,264,182,,"B01315"
"B02470",2020-04-24 07:55:00.000000,2020-04-24 08:25:00.000000,246,255,,"B02470"
"B01553",2020-04-26 15:45:02.000000,2020-04-26 15:52:20.000000,,63,,"B01553"
"B03160",2020-04-30 03:57:00.000000,2020-04-30 04:18:00.000000,248,140,,"B02877"
"B01051",2020-04-15 06:11:13.000000,2020-04-15 06:22:16.000000,,168,,"B01051"
"B00889         ",2020-04-04 09:52:53.000000,2020-04-04 10:13:34.000000,82,82,,"B00889         "
"B02509",2020-04-15 06:28:24.000000,2020-04-15 07:01:29.000000,264,77,,"B02836"
"B02563",2020-04-13 23:13:31.000000,2020-04-13 23:14:42.000000,264,198,,"B02563"
"B01145",2020-04-24 23:14:52.000000,2020-04-24 23:22:37.000000,264,168,,"B02183"
"B01239",2020-04-05 09:21:38.000000,2020-04-05 09:29:51.000000,,32,,"B01285"
"B00821",2020-04-21 08:02:00.000000,2020-04-21 08:05:31.000000,264,180,,"B02764"
"B01338",2020-04-19 08:12:49.000000,2020-04-19 08:22:20.000000,,167,,"B01338"
"B01259",2020-04-30 12:30:28.000000,2020-04-30 12:35:57.000000,264,217,,"B01259"
"B02550",2020-04-15 15:35:17.000000,2020-04-15 15:50:21.000000,,124,,"B02550"
"B00021         ",2020-04-29 07:48:46.000000,2020-04-29 08:17:48.000000,196,7,,"B00021         "
"B01346",2020-04-16 09:51:07.000000,2020-04-16 09:54:48.000000,,106,,"B01346"
"B00310",2020-04-22 19:08:43.000000,2020-04-22 19:15:12.000000,264,126,,"B00310"
"B02021",2020-04-08 09:56:47.000000,2020-04-08 10:04:51.000000,264,123,,"B02245"
"B01239",2020-04-21 06:59:16.000000,2020-04-21 07:18:36.000000,,265,,"B01239"
"B03017",2020-04-03 11:39:35.000000,2020-04-03 11:58:29.000000,159,241,,"B03017"
"B00112",2020-04-05 23:07:00.000000,2020-04-06 00:00:58.000000,264,55,,"B00112"
"B01536",2020-04-21 15:51:06.000000,2020-04-21 16:13:24.000000,264,254,,"B01536"
"B00350",2020-04-04 11:23:48.000000,2020-04-04 11:32:31.000000,264,129,,"B03085"
"B00457",2020-04-10 06:45:42.000000,2020-04-10 06:49:39.000000,,47,,"B00457"
"B02846",2020-04-21 07:46:36.000000,2020-04-21 09:15:01.000000,264,61,,"B02878"
"B00856",2020-04-09 15:22:59.000000,2020-04-09 15:37:40.000000,264,61,,"B02872"
"B02826",2020-04-26 14:05:58.000000,2020-04-26 14:28:39.000000,,71,,"B02826"
"B00821",2020-04-11 11:51:20.000000,2020-04-11 12:00:39.000000,264,177,,"B00821"
"B01899",2020-04-06 09:13:29.000000,2020-04-06 09:27:17.000000,264,264,,"B01899"
"B03057",2020-04-30 00:20:06.000000,2020-04-30 00:23:39.000000,264,69,,"B03057"
"B01285",2020-04-13 00:49:39.000000,2020-04-13 01:29:54.000000,264,220,,"B01285"
"B02947",2020-04-03 12:30:00.000000,2020-04-03 12:45:53.000000,137,212,,"B02947"
"B00013",2020-04-20 16:04:28.000000,2020-04-20 16:25:51.000000,,,,"B00013"
"B00856",2020-04-24 22:54:40.000000,2020-04-24 22:58:05.000000,264,76,,"B02878"
"B03283",2020-04-27 08:00:00.000000,2020-04-27 09:00:00.000000,264,264,,
"B03016",2020-04-07 20:55:32.000000,2020-04-07 20:59:14.000000,,254,,"B02880"
"B00856",2020-04-04 15:39:28.000000,2020-04-04 15:42:51.000000,264,61,,"B02875"
"B00647",2020-04-06 13:29:51.000000,2020-04-06 13:38:02.000000,264,254,,"B00647"
"B03016",2020-04-10 10:52:22.000000,2020-04-10 10:58:10.000000,,185,,"B03136"
"B02509",2020-04-11 07:03:52.000000,2020-04-11 07:13:33.000000,264,242,,"B02887"
"B00457",2020-04-25 07:26:54.000000,2020-04-25 07:28:03.000000,,167,,"B00457"
"B01051",2020-04-29 19:45:38.000000,2020-04-29 19:54:37.000000,,78,,"B01051"
"B00647",2020-04-10 14:49:50.000000,2020-04-10 14:55:25.000000,264,147,,"B00647"
"B01051",2020-04-16 13:16:11.000000,2020-04-16 13:21:41.000000,,212,,"B01051"
"B02563",2020-04-14 11:09:08.000000,2020-04-14 11:12:54.000000,264,36,,"B02563"
"B01312",2020-04-22 16:23:10.000000,2020-04-22 16:33:57.000000,264,69,,"B03136"
"B02677",2020-04-15 17:11:35.000000,2020-04-15 17:18:14.000000,264,76,,"B02677"
"B02103",2020-04-06 11:49:15.000000,2020-04-06 12:00:49.000000,264,243,,"B02653"
"B02834",2020-04-25 05:00:00.000000,2020-04-25 05:09:05.000000,92,121,,"B02834"
"B02849",2020-04-30 16:26:25.000000,2020-04-30 16:38:18.000000,264,49,,"B02849"
"B00256",2020-04-08 16:25:27.000000,2020-04-08 17:04:05.000000,264,264,,"B00256"
"B01811",2020-04-20 01:23:04.000000,2020-04-20 01:28:24.000000,264,42,,"B01811"
"B00445",2020-04-08 09:46:51.000000,2020-04-08 10:05:14.000000,252,146,,"B00445"
"B02849",2020-04-09 15:26:45.000000,2020-04-09 15:37:56.000000,264,76,,"B02849"
"B01051",2020-04-18 07:55:34.000000,2020-04-18 08:07:59.000000,,74,,"B01051"
"B01726",2020-04-01 20:14:50.000000,2020-04-01 20:16:39.000000,,136,,"B01726"
"B02550",2020-04-14 09:31:57.000000,2020-04-14 09:59:31.000000,,139,,"B02877"
"B00037",2020-04-05 17:54:39.000000,2020-04-05 17:58:09.000000,264,188,,"B02871"
"B03080",2020-04-07 06:10:25.000000,2020-04-07 06:25:32.000000,,72,,"B02884"
"B00647",2020-04-22 06:35:09.000000,2020-04-22 06:38:10.000000,264,248,,"B00647"
"B01336",2020-04-03 09:16:00.000000,2020-04-03 09:58:00.000000,,,,"B01336"
"B00802",2020-04-14 20:54:07.000000,2020-04-14 20:57:12.000000,,67,,"B00802"
"B02898",2020-04-29 08:10:12.000000,2020-04-29 08:16:54.000000,,47,,"B02898"
"B02826",2020-04-23 10:14:02.000000,2020-04-23 10:21:56.000000,,97,,"B02826"
"B00900",2020-04-15 14:40:03.000000,2020-04-15 14:49:14.000000,264,197,,"B00900"
"B02550",2020-04-17 10:28:42.000000,2020-04-17 10:56:52.000000,,151,,"B02869"
"B00310",2020-04-14 09:55:47.000000,2020-04-14 10:08:13.000000,264,259,,"B03047"
"B01065",2020-04-28 12:43:34.000000,2020-04-28 12:48:36.000000,264,74,,"B01065"
"B00310",2020-04-19 07:32:11.000000,2020-04-19 07:39:45.000000,264,20,,"B00310"
"B00856",2020-04-06 09:00:45.000000,2020-04-06 09:21:47.000000,264,177,,"B02878"
"B02735",2020-04-14 20:00:38.000000,2020-04-14 20:14:41.000000,,47,,"B02875"
"B01667",2020-04-30 10:40:00.000000,2020-04-30 10:47:50.000000,264,171,,"B01667"
"B02826",2020-04-22 11:05:08.000000,2020-04-22 11:22:24.000000,,225,,"B02826"
"B01454",2020-04-29 23:46:28.000000,2020-04-29 23:56:13.000000,264,35,,"B01454"
"B02898",2020-04-16 07:09:20.000000,2020-04-16 07:15:40.000000,,41,,"B02898"
"B01338",2020-04-18 20:57:26.000000,2020-04-18 21:11:04.000000,,94,,"B01338"
"B02968",2020-04-17 09:36:30.000000,2020-04-17 09:51:27.000000,264,185,,"B02968"
"B01639",2020-04-04 21:55:49.000000,2020-04-04 22:01:14.000000,264,127,,"B01639"
"B00706",2020-04-20 11:25:51.000000,2020-04-20 11:31:42.000000,206,245,,"B00706"
"B02794",2020-04-25 11:50:09.000000,2020-04-25 11:54:29.000000,264,85,,"B02866"
"B00900",2020-04-16 18:23:15.000000,2020-04-16 18:42:46.000000,264,124,,"B00900"
"B01145",2020-04-15 15:37:36.000000,2020-04-15 15:41:21.000000,264,212,,"B01145"
"B02162",2020-04-06 08:03:38.000000,2020-04-06 08:18:28.000000,264,26,,"UBER"
"B00227",2020-04-08 08:00:00.000000,2020-04-08 08:17:00.000000,264,264,,"B00227"
"B02509",2020-04-24 07:51:43.000000,2020-04-24 08:00:28.000000,264,235,,"B02682"
"B01051",2020-04-20 20:32:45.000000,2020-04-20 20:36:19.000000,,167,,"B01051"
"B03204",2020-04-27 06:43:58.000000,2020-04-27 07:31:49.000000,,49,,"B02800"
"B03128",2020-04-22 05:00:00.000000,2020-04-22 05:05:00.000000,174,254,,"B03128"
"B00647",2020-04-03 13:29:18.000000,2020-04-03 13:41:04.000000,264,119,,"B00647"
"B01145",2020-04-15 13:08:09.000000,2020-04-15 13:12:44.000000,264,247,,"B01145"
"B03016",2020-04-15 09:30:13.000000,2020-04-15 09:41:50.000000,,185,,"B03016"
"B02968",2020-04-03 17:08:42.000000,2020-04-03 17:16:05.000000,264,212,,"B02968"
"B01454",2020-04-03 10:07:59.000000,2020-04-03 10:31:07.000000,264,80,,"B01454"
"B02437",2020-04-04 04:02:30.000000,2020-04-04 04:05:46.000000,264,126,,"B02437"
"B00911",2020-04-01 07:42:56.000000,2020-04-01 07:44:02.000000,264,78,,"B00911"
"B02416",2020-04-18 03:29:07.000000,2020-04-18 03:48:19.000000,,,,
"B02803",2020-04-24 13:54:54.000000,2020-04-24 14:04:05.000000,212,159,,"B02803"
"B01239",2020-04-05 21:35:04.000000,2020-04-05 21:52:33.000000,,42,,"B02888"
"B02849",2020-04-27 22:32:46.000000,2020-04-27 22:36:49.000000,264,217,,"B02849"
"B02101",2020-04-22 08:18:29.000000,2020-04-22 08:32:44.000000,264,50,,"B02101"
"B03187",2020-04-13 14:33:31.000000,2020-04-13 14:33:57.000000,117,78,,"B03187"
